"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"8015185","","March 24, 2025 at 3:35 PM","Burlington","444 S Union St","S UNION ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005883","Burlington PD","2","0.204","None/Other","Day","S Union St","None","None","","VT0040100","Not at a Junction","","444 S Union St","","U5052","44.467958044402636,-73.20808255835018"
"8010941","","March 25, 2025 at 9:33 AM","Burlington","N Willard St","PEARL ST.","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU005930","Burlington PD","2","0.691","None/Other","Day","Pearl St","None","None","","VT0040100","Four-way Intersection","None","N Willard St","Dry","U5038","44.48065737509372,-73.20569732898852"
"8012267","","March 25, 2025 at 11:46 AM","Burlington","S Winooski Ave","ALTERNATE US-7","Injury","Left Turn and Thru, Broadside v<--","Clear","State Highway numbered route, Class 1 TH","25BU005939","Burlington PD","11","1.124","None/Other","Day","Cherry St","None","None","","VT0040100","T - Intersection","None","S Winooski Ave","Dry","9993","44.47937553644507,-73.21116636119537"
"8015258","","March 26, 2025 at 12:41 PM","Burlington","Carrigan Dr","CARRIGAN DR","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006037","Burlington PD","9","999.99","None/Other","Day","East Ave","None","None","","VT0040100","Other - Explain in Narrative","","Carrigan Dr","","0000","44.475060418256724,-73.19088303051205"
"8014453","","March 26, 2025 at 1:20 PM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU006043","Burlington PD","11","0.334","None/Other","Day","Home Ave","None","None","","VT0040100","Four-way Intersection","","Shelburne St","","0070","44.45071625304683,-73.20898772151276"
"8012143","","March 26, 2025 at 4:16 PM","Burlington","Maple St","MAPLE ST. BURLINGTON","Property Damage Only","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006056","Burlington PD","2","0.147","None/Other","Day","Pine St","None","None","","VT0040100","Four-way Intersection","None","Maple St","Dry","U5066","44.47359124437676,-73.21548227239921"
"8011108","","March 26, 2025 at 8:27 PM","Burlington","S Prospect St","S PROSPECT ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006076","Burlington PD","2","1.34","None/Other","Night","Main St","None","None","","VT0040100","Four-way Intersection","","S Prospect St","","0000","44.47636306238805,-73.20068196465469"
"8015443","","March 27, 2025 at 9:00 AM","Burlington","41 Cherry St","-","Property Damage Only","Single Vehicle Crash","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006100","Burlington PD","9","999.99","None/Other","Day","Lakeview Garage","None","None","","VT0040100","Parking Lot","None","41 Cherry St","Dry","0000","44.47877610657755,-73.21733605688632"
"8012221","","March 27, 2025 at 1:06 PM","Burlington","495 Colchester Ave","COLCHESTER AVE","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006116","Burlington PD","2","1.033","None/Other","Day","Mill Street","None","None","","VT0040100","Y - Intersection","None","495 Colchester Ave","Dry","0000","44.488349940816285,-73.18667882458169"
"8015093","","March 28, 2025 at 3:42 PM","Burlington","589 Shelburne St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006219","Burlington PD","9","999.99","None/Other","Day","Market 32 Parking Lot","None","None","","VT0040100","Parking Lot","","589 Shelburne St","","0000","44.448950719185866,-73.21031228705775"
"8013201","","March 28, 2025 at 5:42 PM","Burlington","Hungerford Ter","TOWN ROAD 0235","Property Damage Only","Same Direction Sideswipe","Cloudy","Street or Town Highways in FA Urban Area","25BU006230","Burlington PD","5","999.99","None/Other","Day","Pearl St","None","None","","VT0040100","Not at a Junction","None","Hungerford Ter","Dry","T0235","44.48025240495793,-73.20717234052482"
"8014407","","March 28, 2025 at 10:33 PM","Burlington","28 N Willard St","US-7","Property Damage Only","Rear End","Clear","State Highway numbered route, Class 1 TH","25BU006245","Burlington PD","11","2.485","None/Other","Night","Pearl St / Adsit Ct","None","None","","VT0040100","Not at a Junction","None","28 N Willard St","Dry","0070","44.481427779502965,-73.20574279927872"
"8012341","","March 29, 2025 at 1:42 AM","Burlington","Main St","MAIN ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006259","Burlington PD","2","0.337","None/Other","Night","Church St","None","None","","VT0040100","T - Intersection","","Main St","","U5022","44.47595093548575,-73.21249240377412"
"8010785","","March 29, 2025 at 8:03 AM","Burlington","Farrington Pkwy","FARRINGTON PKWY","Property Damage Only","Rear End","Freezing Precipitation","Street or Town Highways in FA Urban Area","25BU006268","Burlington PD","5","999.99","None/Other","Day","Hinesburg Rd","None","Heavy Truck","","VT0040100","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","Farrington Pkwy","Snow","0000","44.512241424132,-73.24461094035713"
"8014199","","March 29, 2025 at 12:52 PM","Burlington","212 N Champlain St","N CHAMPLAIN ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006286","Burlington PD","2","0.428","None/Other","Day","Poplar St","None","None","","VT0040100","Not at a Junction","","212 N Champlain St","","U5028","44.486522638760285,-73.2178804917083"
"8011372","","March 29, 2025 at 9:13 PM","Burlington","S Willard St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU006313","Burlington PD","11","2.209","None/Other","Night","College St","None","None","","VT0040100","Four-way Intersection","","S Willard St","","0070","44.47745240304347,-73.20555825864481"
"8014819","","March 29, 2025 at 11:45 PM","Burlington","65 Turf Rd","TURF RD","Property Damage Only","Single Vehicle Crash","Cloudy","Private Property (Driveways)","25BU006317","Burlington PD","8","999.99","None/Other","Night","Plattsburgh Ave","Alcohol","None","","VT0040100","Other - Explain in Narrative","Other - Explain in Narrative","65 Turf Rd","Wet","0000","44.51954052269425,-73.25820071212615"
"8013733","","March 30, 2025 at 12:00 AM","Burlington","443 S Willard St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU006332","Burlington PD","11","1.545","None/Other","","Howard St","None","None","","VT0040100","Not at a Junction","","443 S Willard St","","0070","44.46796892981866,-73.20569968494463"
"8012528","","March 30, 2025 at 1:03 AM","Burlington","100-200 Colchester Ave","COLCHESTER AVE","Injury","Head On","Rain","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006321","Burlington PD","2","0.271","None/Other","Night","Fletcher Pl","Alcohol","None","","VT0040100","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","100-200 Colchester Ave","Wet","0000","44.481034106704215,-73.19543281596287"
"8011992","","March 30, 2025 at 9:49 AM","Burlington","1427 North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006331","Burlington PD","2","2.816","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","1427 North Ave","","U5026","44.512868422980574,-73.25287939857549"
"8014009","","March 30, 2025 at 8:01 PM","Burlington","454 Riverside Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006362","Burlington PD","9","999.99","None/Other","Night","454 Riverside Ave","None","None","","VT0040100","Parking Lot","","454 Riverside Ave","","0000","44.488176862076756,-73.20052958347979"
"8011948","","March 31, 2025 at 8:52 AM","Burlington","500 Pine St","PINE ST","Injury","Head On","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006388","Burlington PD","2","0.684","None/Other","Day","Dealer.com","None","None","","VT0040100","Not at a Junction","None","500 Pine St","Wet","0000","44.46540575716979,-73.21486443750139"
"8013851","","April 1, 2025 at 8:07 AM","Burlington","555 Shelburne St","US-7","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","State Highway numbered route, Class 1 TH","25BU006478","Burlington PD","11","0.167","None/Other","Day","Interstate I89 W","None","None","","VT0040100","T - Intersection","None","555 Shelburne St","Dry","0070","44.44835191985894,-73.20922755119118"
"8015518","","April 1, 2025 at 4:03 PM","Burlington","421 Saint Paul St","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU006522","Burlington PD","11","0.157","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","421 Saint Paul St","","9993","44.465746072490035,-73.20830477143258"
"8012485","","April 2, 2025 at 11:42 AM","Burlington","174 Pearl St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006574","Burlington PD","9","999.99","None/Other","Day","174 Pearl St","None","None","","VT0040100","Parking Lot","","174 Pearl St","","0000","44.48068159075311,-73.21196678000416"
"8012252","","April 3, 2025 at 4:34 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006681","Burlington PD","9","999.99","None/Other","Day","UVMMC","None","Heavy Truck","","VT0040100","Other - Explain in Narrative","None","111 Colchester Ave","Dry","0000","44.48038801769806,-73.19534545780371"
"8012582","","April 4, 2025 at 7:53 AM","Burlington","Park St","PARK ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU006732","Burlington PD","2","0.401","None/Other","Day","Poplar St","None","None","","VT0040100","T - Intersection","","Park St","","U5036","44.48622102171217,-73.2193796908607"
"8012353","","April 4, 2025 at 8:49 PM","Burlington","S Willard St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU006804","Burlington PD","11","1.957","None/Other","Night","Maple St","None","None","","VT0040100","Four-way Intersection","","S Willard St","","0070","44.47383339306817,-73.205312401045"
"8013350","","April 6, 2025 at 1:13 AM","Burlington","234 Penny Ln","PENNY LN","Injury","Single Vehicle Crash","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU006907","Burlington PD","9","999.99","None/Other","Night","","None","None","","VT0040100","Other - Explain in Narrative","None","234 Penny Ln","Dry","0000","44.48138193704984,-73.22367831486827"
"8013000","","April 7, 2025 at 12:57 PM","Burlington","111 Colchester Ave","Unknown","Injury","Other - Explain in Narrative","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU007013","Burlington PD","9","999.99","None/Other","Day","ACC Circle","None","Pedestrian","","VT0040100","Other - Explain in Narrative","Not reported","111 Colchester Ave","Unknown","0000","44.478967753692615,-73.19359394872309"
"8014212","","April 7, 2025 at 2:56 PM","Burlington","North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU007029","Burlington PD","2","1.86","None/Other","Day","Village Green","None","None","","VT0040100","Four-way Intersection","","North Ave","","U5026","44.50334860267714,-73.24000747185362"
"8012077","","April 7, 2025 at 4:44 PM","Burlington","Barrett St","BARRETT ST.","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU007041","Burlington PD","2","0.001","None/Other","Day","Chase St","None","None","","VT0040100","T - Intersection","None","Barrett St","Dry","U5004","44.487675145496745,-73.18412311734672"
"8012308","","April 8, 2025 at 11:00 AM","Burlington","82 S Winooski Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU007270","Burlington PD","9","999.99","None/Other","Day","82 S Winooski Ave","None","None","","VT0040100","Parking Lot","","82 S Winooski Ave","","0000","44.47790143950064,-73.21041204586432"
"8012936","","April 8, 2025 at 5:17 PM","Burlington","North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU007119","Burlington PD","2","2.195","None/Other","Day","Cooperative Way","None","None","","VT0040100","Four-way Intersection","","North Ave","","U5026","44.506736167626414,-73.24458445710448"
"8013119","","April 9, 2025 at 9:37 AM","Burlington","40 Intervale Rd","INTERVALE RD","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","Street or Town Highways in FA Urban Area","25BU007172","Burlington PD","5","999.99","None/Other","Day","Duncan's Auto","None","None","","VT0040100","Not at a Junction","None","40 Intervale Rd","Dry","0000","44.49043065315427,-73.20281957925575"
"8013863","","April 9, 2025 at 2:01 PM","Burlington","Canfield St","CANFIELD ST","Injury","No Turns, Thru moves only, Broadside ^<","Clear","Street or Town Highways in FA Urban Area","25BU007195","Burlington PD","5","999.99","None/Other","Day","North Ave","None","Bicycle","","VT0040100","T - Intersection","None","Canfield St","Dry","0000","44.4852199416179,-73.2230092077905"
"8015091","","April 10, 2025 at 8:48 AM","Burlington","Spear St","US-2","Property Damage Only","Rear End","Cloudy","State Highway numbered route, Class 1 TH","25BU007268","Burlington PD","11","0.752","None/Other","Day","Spear St","None","None","","VT0040100","Four-way Intersection","None","Spear St","Dry","0020","44.47306974235804,-73.19137389684052"
"8012841","","April 11, 2025 at 9:31 AM","Burlington","Pearl St","PEARL ST.","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU007360","Burlington PD","2","0.501","None/Other","Day","N Union St","None","None","","VT0040100","T - Intersection","None","Pearl St","Dry","U5038","44.48055761820118,-73.20933251929486"
