"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"8019463","","August 18, 2025 at 11:42 AM","Burlington","Shelburne Rd","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU022418","Burlington PD","11","0.616","None/Other","Day","Proctor Ave","None","None","","VT0040100","T - Intersection","","Shelburne Rd","","0070","44.454711755791884,-73.20864401086793"
"8018882","","August 19, 2025 at 12:43 PM","Burlington","Shelburne St","I-189","Property Damage Only","","","Ramp or Spur","25BU022561","Burlington PD","7","0.166","None/Other","Day","I-189 Off Ramp","None","None","","VT0040100","Off Ramp","","Shelburne St","","1890","44.448345434527845,-73.20923707184454"
"8017519","","August 20, 2025 at 12:32 PM","Burlington","College St","ALTERNATE US-7","Property Damage Only","Same Direction Sideswipe","Clear","State Highway numbered route, Class 1 TH","25BU022682","Burlington PD","11","0.956","None/Other","Day","S Winooksi Ave","None","None","","VT0040100","Not at a Junction","None","College St","Dry","9993","44.47693845423219,-73.21104304538589"
"8019226","","August 20, 2025 at 9:54 PM","Burlington","North St","NORTH ST.","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU022724","Burlington PD","2","0.227","None/Other","Night","N Champlain St","None","None","","VT0040100","Four-way Intersection","None","North St","Dry","U5032","44.48460313731053,-73.21778212014155"
"8019385","","August 21, 2025 at 8:18 AM","Burlington","Main St","US-2","Property Damage Only","Rear End","Clear","State Highway numbered route, Class 1 TH","25BU022750","Burlington PD","11","0.728","None/Other","Day","Beaumont Ave","None","None","","VT0040100","Not at a Junction","None","Main St","Dry","0020","44.47326017559238,-73.19178884412077"
"8015920","","August 21, 2025 at 8:39 AM","Burlington","College St","COLLEGE ST","Injury","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU022753","Burlington PD","2","0.888","None/Other","Day","South Prospect St","None","Pedestrian","","VT0040100","Not at a Junction","None","College St","Dry","0000","44.47772418562373,-73.20122690749355"
"8016467","","August 21, 2025 at 9:58 AM","Burlington","Colchester Ave","COLCHESTER AVE.","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU022758","Burlington PD","2","0.29","None/Other","Day","Fletcher Pl","None","Pedestrian","","VT0040100","T - Intersection","None","Colchester Ave","Dry","U5014","44.48117001982962,-73.19511863247645"
"8015865","","August 21, 2025 at 3:27 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU022793","Burlington PD","11","0.003","None/Other","Day","S Prospect St","None","None","","VT0040100","Four-way Intersection","","Main St","","0020","44.476194977200414,-73.20544097473466"
"8016371","","August 21, 2025 at 5:39 PM","Burlington","S Willard St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU022810","Burlington PD","11","2.282","None/Other","Day","Bradley St","None","None","","VT0040100","T - Intersection","","S Willard St","","0070","44.47849639869392,-73.20561736794168"
"8017481","","August 22, 2025 at 9:26 AM","Burlington","31 Spear St","Unknown","Property Damage Only","","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV006016","UVM Police","9","999.99","None/Other","Day","UVM Tupper Hall Parking Lot","None","None","","VT0041100","Parking Lot","None","31 Spear St","Dry","0000","44.473102050396335,-73.19327309473007"
"8017892","","August 22, 2025 at 10:30 AM","Burlington","1 S Prospect St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU022910","Burlington PD","9","999.99","None/Other","Day","Parking Lot","None","None","","VT0040100","Parking Lot","","1 S Prospect St","","0000","44.47998256220445,-73.20131142682366"
"8018805","","August 22, 2025 at 1:28 PM","Burlington","N Champlain St","TOWN ROAD 0315","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU022927","Burlington PD","5","999.99","None/Other","Day","Poplar St","None","None","","VT0040100","T - Intersection","","N Champlain St","","T0315","44.48635029919022,-73.21786888057139"
"8018601","","August 22, 2025 at 6:14 PM","Burlington","Shelburne Rd","I-189","Injury","Same Direction Sideswipe","Clear","Ramp or Spur","25BU022944","Burlington PD","7","0.197","None/Other","Day","I-189 Off Ramp","None","None","","VT0040100","Off Ramp","None","Shelburne Rd","Dry","1890","44.44829054123123,-73.20815005348584"
"8016188","","August 23, 2025 at 10:02 AM","Burlington","278 Colchester Ave","COLCHESTER AVE","Injury","Head On","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023037","Burlington PD","2","0.603","None/Other","Day","University Rd","None","None","","VT0040100","Not at a Junction","None","278 Colchester Ave","Dry","0000","44.48340553089074,-73.18993996261031"
"8019452","","August 24, 2025 at 8:07 PM","Burlington","82 S Winooski Ave","Unknown","Property Damage Only","Rear-to-rear","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU023180","Burlington PD","9","999.99","None/Other","Night","City Market Parking Lot","None","Heavy Truck","","VT0040100","Parking Lot","None","82 S Winooski Ave","Dry","0000","44.477900814029276,-73.21051259528109"
"8016294","","August 25, 2025 at 4:32 PM","Burlington","N Willard St","NORTH ST.","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023276","Burlington PD","2","0.821","None/Other","Day","N Willard St","None","None","","VT0040100","Four-way Intersection","None","N Willard St","Dry","U5032","44.484940327852456,-73.20590007176224"
"8018709","","August 25, 2025 at 8:09 PM","Burlington","Saint Paul St","ST. PAUL ST.","Property Damage Only","Same Direction Sideswipe","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023297","Burlington PD","2","0.477","None/Other","Night","Maple St","None","None","","VT0040100","Four-way Intersection","None","Saint Paul St","Dry","U5046","44.47337745401146,-73.21382079020262"
"8016638","","August 26, 2025 at 12:25 PM","Burlington","669 Riverside Ave","MANHATTAN DR.","Property Damage Only","Opp Direction Sideswipe","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023360","Burlington PD","2","0.644","None/Other","Day","","None","Heavy Truck","","VT0040100","Not at a Junction","None","669 Riverside Ave","Dry","U5056","44.48956711234608,-73.20752151862102"
"8018468","","August 26, 2025 at 1:17 PM","Burlington","52-78 University Pl","UNIVERSITY PL","Property Damage Only","","","Street or Town Highways in FA Urban Area","25UV006135","UVM Police","5","999.99","None/Other","Day","","None","Heavy Truck","","VT0041100","T - Intersection","","52-78 University Pl","","0000","44.47888688618365,-73.19947567497353"
"8017104","","August 26, 2025 at 7:43 PM","Burlington","41 Cherry St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU023418","Burlington PD","9","999.99","None/Other","Night","Cherry St","None","None","","VT0040100","Parking Lot","","41 Cherry St","","0000","44.478757635368694,-73.217411249419"
"8018562","","August 26, 2025 at 9:58 PM","Burlington","Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023436","Burlington PD","2","0.437","None/Other","Night","East Ave","None","None","","VT0040100","T - Intersection","","Colchester Ave","","U5014","44.482216163126886,-73.19268333058365"
"8019711","","August 27, 2025 at 10:37 AM","Burlington","75 Main St","MAIN ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023481","Burlington PD","2","0.109","None/Other","Day","S Champlain St","None","None","","VT0040100","Not at a Junction","","75 Main St","","U5022","44.475785292362474,-73.21667422924902"
"8017808","","August 27, 2025 at 1:46 PM","Burlington","S Willard St","US-7","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","State Highway numbered route, Class 1 TH","25BU023505","Burlington PD","11","1.638","None/Other","Day","Deforest Rd","None","None","","VT0040100","T - Intersection","None","S Willard St","Dry","0070","44.46925472486398,-73.2051716519812"
"8016198","","August 28, 2025 at 1:20 PM","Burlington","Saint Paul St","ST. PAUL ST.","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023623","Burlington PD","2","0.34","None/Other","Day","Kilburn St","None","None","","VT0040100","Not at a Junction","None","Saint Paul St","Dry","U5046","44.47141698998762,-73.21349669436978"
"8018452","","August 28, 2025 at 2:07 PM","Burlington","Main St","US-2","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, Class 1 TH","25BU023626","Burlington PD","11","0.005","None/Other","Day","S Willard St","None","Heavy Truck","","VT0040100","Four-way Intersection","None","Main St","Dry","0020","44.476196113779906,-73.2053999301552"
"8019357","","August 28, 2025 at 2:25 PM","Burlington","595 Shelburne St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU023628","Burlington PD","9","999.99","None/Other","Day","TJ Maxx Parking Lot","None","None","","VT0040100","Parking Lot","","595 Shelburne St","","0000","44.450121426121505,-73.21018827629374"
"8017902","","August 28, 2025 at 3:34 PM","Burlington","1024 North Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU023642","Burlington PD","9","999.99","None/Other","Day","Walgreens Parking Lot","None","None","","VT0040100","Parking Lot","","1024 North Ave","","0000","44.50483756595486,-73.24143570459898"
"8017453","","August 28, 2025 at 10:48 PM","Burlington","28 S Willard St","US-7","Injury","Same Direction Sideswipe","Clear","State Highway numbered route, Class 1 TH","25BU023674","Burlington PD","11","2.375","None/Other","Night","28 S Willard St","None","None","","VT0040100","Not at a Junction","None","28 S Willard St","Dry","0070","44.47982706402167,-73.20567615820136"
"8015795","","August 29, 2025 at 2:48 AM","Burlington","King St","KING ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU023690","Burlington PD","5","999.99","None/Other","Night","Saint Paul St","None","None","","VT0040100","Four-way Intersection","","King St","","0000","44.47476654651477,-73.21379276491496"
"8019620","","August 29, 2025 at 10:59 AM","Burlington","S Union St","HOWARD ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023714","Burlington PD","2","0.359","None/Other","Day","S Union St","None","None","","VT0040100","Four-way Intersection","","S Union St","","U5064","44.467345691115696,-73.20791571647341"
"8018307","","August 29, 2025 at 3:59 PM","Burlington","Shelburne St","US-7","Injury","Rear End","Rain","State Highway numbered route, Class 1 TH","25BU023753","Burlington PD","11","0.157","None/Other","Day","Near 555 Shelburne St","None","None","","VT0040100","Four-way Intersection","None","Shelburne St","Wet","0070","44.4482067481684,-73.20923363075211"
"8016305","","August 29, 2025 at 4:19 PM","Burlington","365 Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023756","Burlington PD","2","0.77","None/Other","Day","365 Colchester Ave","None","None","","VT0040100","Not at a Junction","","365 Colchester Ave","","U5014","44.484795230745256,-73.18746201544957"
"8018720","","August 30, 2025 at 3:20 AM","Burlington","144 College St","COLLEGE ST.","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023836","Burlington PD","2","0.234","None/Other","Night","Saint Paul St","None","None","","VT0040100","Four-way Intersection","None","144 College St","Dry","U5068","44.47704513667713,-73.21414071303698"
"8019316","","August 30, 2025 at 1:48 PM","Burlington","31 S Williams St","Unknown","Property Damage Only","","","Private Property (Driveways)","25BU023865","Burlington PD","8","999.99","None/Other","Day","S Williams St","None","None","","VT0040100","Driveway","","31 S Williams St","","0000","44.479653612263625,-73.20358265665449"
"8016504","","August 30, 2025 at 6:00 PM","Burlington","Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU023881","Burlington PD","2","0.646","None/Other","Day","Nash Pl","None","None","","VT0040100","Not at a Junction","","Colchester Ave","","U5014","44.48371153901359,-73.18922753636876"
"8019425","","August 31, 2025 at 2:38 AM","Burlington","100-102 S Prospect St","S PROSPECT ST","Injury","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25UV006287","UVM Police","2","0.095","None/Other","Night","College St. // S. Prospect St.","Alcohol","None","","VT0041100","T - Intersection","None","100-102 S Prospect St","Dry","0000","44.47775258702205,-73.20059088837341"
"8018573","","August 31, 2025 at 5:46 PM","Burlington","S Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU023990","Burlington PD","11","1.104","None/Other","Day","Buell St","None","Motorcycle","","VT0040100","T - Intersection","","S Winooski Ave","","9993","44.479085814629315,-73.21115298621199"
"8019461","","August 31, 2025 at 7:57 PM","Burlington","Manhattan Dr","MANHATTAN DR","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024005","Burlington PD","2","0.006","None/Other","Night","N Champlain St","None","None","","VT0040100","T - Intersection","","Manhattan Dr","","0000","44.487581159643256,-73.21783726795923"
"8015960","","August 31, 2025 at 11:14 PM","Burlington","Thibault Pkwy","THIBAULT PKWY","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU024020","Burlington PD","5","999.99","None/Other","Night","Colchester Ave","None","None","","VT0040100","T - Intersection","","Thibault Pkwy","","0000","44.48274829791066,-73.19049607540344"
"8019251","","September 1, 2025 at 11:02 AM","Burlington","203 N Willard St","N WILLARD ST","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU024055","Burlington PD","9","999.99","None/Other","Day","N Willard St","None","None","","VT0040100","Other - Explain in Narrative","","203 N Willard St","","0000","44.48656840474741,-73.20597892878487"
"8019732","","September 1, 2025 at 12:56 PM","Burlington","Champlain Pkwy","CHAMPLAIN PKWY","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024073","Burlington PD","2","1.167","None/Other","Day","Flynn Ave","None","None","","VT0040100","Four-way Intersection","","Champlain Pkwy","","0000","44.45562897926438,-73.2169748405427"
"8015875","","September 1, 2025 at 6:59 PM","Burlington","S Willard St","US-7","Injury","Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","Clear","State Highway numbered route, Class 1 TH","25BU024110","Burlington PD","11","1.747","None/Other","Day","Spuce St","None","None","","VT0040100","T - Intersection","None","S Willard St","Dry","0070","44.47081121003583,-73.20507882098774"
"8017125","","September 2, 2025 at 8:03 AM","Burlington","15 Rose St","ROSE ST","Property Damage Only","Same Direction Sideswipe","Clear","Street or Town Highways in FA Urban Area","25BU024158","Burlington PD","5","999.99","None/Other","Day","North Ave","None","Heavy Truck","","VT0040100","Not at a Junction","None","15 Rose St","Dry","0000","44.4850004060514,-73.21643178455953"
"8019790","","September 2, 2025 at 9:52 AM","Burlington","Maple St","MAPLE ST. BURLINGTON","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024178","Burlington PD","2","0.785","None/Other","Day","Summit St","None","None","","VT0040100","Four-way Intersection","None","Maple St","Dry","U5066","44.474057000132355,-73.20235382213912"
"8016076","","September 2, 2025 at 12:32 PM","Burlington","Locust St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU024208","Burlington PD","11","1.206","None/Other","Day","Shelburne Rd","None","Heavy Truck","","VT0040100","Traffic circle / roundabout","","Locust St","","0070","44.46351890848917,-73.20795440077656"
"8017992","","September 2, 2025 at 5:25 PM","Burlington","Hungerford Ter","TOWN ROAD 0235","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU024245","Burlington PD","5","999.99","None/Other","Day","Pearl St","None","None","","VT0040100","T - Intersection","","Hungerford Ter","","T0235","44.48020748885665,-73.20715922782718"
"8016882","","September 3, 2025 at 9:46 AM","Burlington","Saint Paul St","ALTERNATE US-7","Property Damage Only","Same Direction Sideswipe","Clear","State Highway numbered route, Class 1 TH","25BU024314","Burlington PD","11","0.282","None/Other","Day","Howard St","None","Heavy Truck","","VT0040100","Not at a Junction","None","Saint Paul St","Dry","9993","44.46726158147627,-73.20967125295493"
"8020001","","September 3, 2025 at 10:25 AM","Burlington","S Willard St","US-7","Injury","Other - Explain in Narrative","Clear","State Highway numbered route, Class 1 TH","25BU024321","Burlington PD","11","0.671","None/Other","Day","College St","None","Motorcycle","","VT0040100","Four-way Intersection","None","S Willard St","Dry","0070","44.4554903859086,-73.20856276684948"
"8016938","","September 3, 2025 at 5:49 PM","Burlington","80 Pearl St","PEARL ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024394","Burlington PD","2","0.171","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","80 Pearl St","","0000","44.48035435878233,-73.21566433307811"
"8017045","","September 4, 2025 at 9:47 AM","Burlington","1 S Prospect St","Unknown","Property Damage Only","Same Direction Sideswipe","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV006408","UVM Police","9","999.99","None/Other","Day","University Health Center (UHC)","None","None","","VT0041100","Parking Lot","None","1 S Prospect St","Dry","0000","44.479883652617154,-73.2012976718823"
"8019958","","September 4, 2025 at 5:17 PM","Burlington","347-365 Riverside Ave","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU024541","Burlington PD","11","3.521","None/Other","Day","Hillside Ter","None","None","","VT0040100","T - Intersection","","347-365 Riverside Ave","","0070","44.48790529947275,-73.19650075828568"
"8019457","","September 4, 2025 at 8:42 PM","Burlington","595 Shelburne St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU024567","Burlington PD","9","999.99","None/Other","Night","Parking Lot","None","None","","VT0040100","Parking Lot","","595 Shelburne St","","0000","44.44930237658661,-73.21020347782262"
"8017696","","September 4, 2025 at 10:31 PM","Burlington","406 North Street","NORTH ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024576","Burlington PD","2","0.852","None/Other","Night","N Willard St","None","None","","VT0040100","Not at a Junction","","406 North Street","","U5032","44.484949982409454,-73.20528304343947"
"8017312","","September 5, 2025 at 7:10 AM","Burlington","Plattsburg Ave","VT. 127 BELTLINE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024942","Burlington PD","2","0.535","None/Other","Day","VT-127 Beltline","None","None","","VT0040100","Off Ramp","","Plattsburg Ave","","U5009","44.49392176473438,-73.22504056944676"
"8016697","","September 5, 2025 at 8:49 AM","Burlington","143 Loomis St","LOOMIS ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU024600","Burlington PD","5","999.99","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","143 Loomis St","","0000","44.48331596492826,-73.20365181736258"
"8019312","","September 5, 2025 at 8:50 AM","Burlington","1-17 East Ave","EAST AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25UV006440","UVM Police","2","0.67","None/Other","Day","Colchester Ave","None","None","","VT0041100","Four-way Intersection","","1-17 East Ave","","0000","44.48221417210221,-73.19268771850213"
"8018203","","September 5, 2025 at 12:22 PM","Burlington","94 N Champlain St","N CHAMPLAIN ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024624","Burlington PD","2","0.188","None/Other","Day","PERU ST","None","None","","VT0040100","Not at a Junction","","94 N Champlain St","","U5028","44.483035510707225,-73.2176323188263"
"8019921","","September 5, 2025 at 9:13 PM","Burlington","Maple St","LEDGE RD.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024690","Burlington PD","2","0.868","None/Other","Night","S Prospect St","None","None","","VT0040100","Not at a Junction","","Maple St","","U5058","44.46960542224089,-73.2003988681246"
"8019616","","September 6, 2025 at 8:44 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU024793","Burlington PD","11","0.532","None/Other","Night","University Hts","None","None","","VT0040100","T - Intersection","","Main St","","0020","44.47478814456835,-73.19520171904688"
"8017276","","September 6, 2025 at 11:30 PM","Burlington","S Winooski Ave","ALTERNATE US-7","Property Damage Only","Right Turn and Thru, Head On v^--","Clear","State Highway numbered route, Class 1 TH","25BU024808","Burlington PD","11","0.979","None/Other","Night","College St","None","Bicycle","","VT0040100","Four-way Intersection","None","S Winooski Ave","Dry","9993","44.477275259774004,-73.21106281816238"
"8018475","","September 7, 2025 at 3:26 AM","Burlington","45 Manhattan Dr","MANHATTAN DR","Property Damage Only","Head On","Clear","Street or Town Highways in FA Urban Area","25BU024829","Burlington PD","5","999.99","None/Other","Night","","Alcohol","None","","VT0040100","Not at a Junction","None","45 Manhattan Dr","Dry","0000","44.48832188116314,-73.22346239904486"
"8018877","","September 7, 2025 at 4:02 AM","Burlington","N Willard St","US-7","Property Damage Only","Head On","Clear","State Highway numbered route, Class 1 TH","25BU024830","Burlington PD","11","2.984","None/Other","Night","Hyde St","None","None","","VT0040100","Y - Intersection","None","N Willard St","Dry","0070","44.48869038464227,-73.20605598420342"
"8018982","","September 7, 2025 at 6:49 PM","Burlington","166 North St","NORTH ST.","Property Damage Only","Same Direction Sideswipe","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU024907","Burlington PD","2","0.343","None/Other","Day","Lafountain St","None","None","","VT0040100","Not at a Junction","None","166 North St","Dry","U5032","44.48468721205637,-73.21544416760922"
"8017138","","September 9, 2025 at 9:44 AM","Burlington","184 Pearl St","PEARL ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025066","Burlington PD","2","0.376","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","184 Pearl St","","U5038","44.48048037604482,-73.21172190909807"
"8019680","","September 9, 2025 at 10:08 AM","Burlington","276-298 Park St","PARK ST","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025074","Burlington PD","2","0.488","None/Other","Day","Manhattan Dr","None","None","","VT0040100","Four-way Intersection","","276-298 Park St","","0000","44.487467852988125,-73.2194424171666"
"8015821","","September 9, 2025 at 2:52 PM","Burlington","Shelburne St","SHELBURNE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU025112","Burlington PD","5","999.99","None/Other","Day","Ferguson Ave","None","None","","VT0040100","Not at a Junction","","Shelburne St","","0000","44.45403643672896,-73.20870285563477"
"8016727","","September 9, 2025 at 3:22 PM","Burlington","67 Cherry St","CHERRY ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU025117","Burlington PD","5","999.99","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","67 Cherry St","","0000","44.47922501233141,-73.21607199640829"
"8017179","","September 9, 2025 at 6:29 PM","Burlington","Carrigan Drive","EAST AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025135","Burlington PD","2","0.184","None/Other","Day","East Ave","None","None","","VT0040100","Four-way Intersection","","Carrigan Drive","","U5016","44.4751745941331,-73.19082176425297"
"8018359","","September 10, 2025 at 9:18 AM","Burlington","383 Manhattan Dr","MANHATTAN DR","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU025199","Burlington PD","9","999.99","None/Other","Day","Oak St","None","None","","VT0040100","Other - Explain in Narrative","None","383 Manhattan Dr","Dry","0000","44.490697586968025,-73.213471586282"
"8019247","","September 10, 2025 at 3:07 PM","Burlington","460 Riverside Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU025241","Burlington PD","9","999.99","None/Other","Day","Riverside Ave","None","None","","VT0040100","Parking Lot","","460 Riverside Ave","","0000","44.48841643529523,-73.20108561403121"
"8018597","","September 10, 2025 at 4:57 PM","Burlington","93 S Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU025254","Burlington PD","11","1.015","None/Other","Day","93 S Winooski Ave","None","None","","VT0040100","Not at a Junction","","93 S Winooski Ave","","9993","44.477796728258475,-73.21108829655222"
"8017648","","September 11, 2025 at 10:05 AM","Burlington","Killarney Dr","KILLARNEY DR","Property Damage Only","Rear End","Clear","Street or Town Highways in FA Urban Area","25BU025320","Burlington PD","5","999.99","None/Other","Day","North Ave","None","Heavy Truck","","VT0040100","T - Intersection","None","Killarney Dr","Dry","0000","44.50333475839607,-73.24003339591434"
"8015729","","September 11, 2025 at 1:14 PM","Burlington","1 S Prospect St","Unknown","Property Damage Only","Other - Explain in Narrative","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV006639","UVM Police","9","999.99","None/Other","Day","University Health Center  (Parking Lot)","None","None","","VT0041100","Parking Lot","None","1 S Prospect St","Dry","0000","44.47978451149054,-73.20132162430824"
"8019264","","September 11, 2025 at 8:22 PM","Burlington","S Prospect St","S PROSPECT ST.","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025376","Burlington PD","2","0.003","None/Other","Night","Main St","None","Motorcycle","","VT0040100","Four-way Intersection","None","S Prospect St","Dry","U5050","44.47640694117447,-73.20067908819667"
"8016089","","September 11, 2025 at 10:37 PM","Burlington","S Willard St","US-7","Injury","Rear End","Clear","State Highway numbered route, Class 1 TH","25BU025387","Burlington PD","11","2.431","None/Other","Night","Pearl St","None","Motorcycle","","VT0040100","Four-way Intersection","None","S Willard St","Dry","0070","44.48062821178158,-73.2057165830341"
"8017262","","September 12, 2025 at 8:43 AM","Burlington","Archibald St","TOWN ROAD 0109","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU025422","Burlington PD","5","999.99","None/Other","Day","N Willard St","None","Bicycle","","VT0040100","Four-way Intersection","","Archibald St","","T0109","44.488098041280956,-73.20602252373365"
"8019024","","September 12, 2025 at 10:32 AM","Burlington","Shelburne St","SHELBURNE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU025433","Burlington PD","5","999.99","None/Other","Day","Home Ave","None","None","","VT0040100","Not at a Junction","","Shelburne St","","0000","44.45073176238735,-73.20900211212829"
"8016353","","September 12, 2025 at 3:06 PM","Burlington","S Winooski","Unknown","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU025478","Burlington PD","9","999.99","None/Other","Day","Cherry St","None","None","","VT0040100","Parking Lot","None","S Winooski","Dry","0000","44.479676939067105,-73.21143919158276"
"8017911","","September 12, 2025 at 3:55 PM","Burlington","1127 North Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU025486","Burlington PD","9","999.99","None/Other","Day","Hannaford's Parking Lot","None","None","","VT0040100","Parking Lot","","1127 North Ave","","0000","44.50612736029512,-73.24652005737836"
"8017462","","September 12, 2025 at 4:36 PM","Burlington","317 Riverside Ave","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU025492","Burlington PD","11","3.572","None/Other","Day","Hillside Terrace","None","None","","VT0040100","Not at a Junction","","317 Riverside Ave","","0070","44.487683951893395,-73.19550933219733"
"8016045","","September 12, 2025 at 7:13 PM","Burlington","52 N Champlain St","N CHAMPLAIN ST.","Property Damage Only","Same Direction Sideswipe","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025506","Burlington PD","2","0.117","None/Other","Night","Sherman St","None","None","","VT0040100","Not at a Junction","None","52 N Champlain St","Dry","U5028","44.482005148099816,-73.21752997901012"
